payment_id,account_id,payment_date,amount,payment_method,payment_status
PMT001712,DC100985,2025-11-03,201.58,Standing Order,Cleared
PMT001713,DC100986,2024-12-04,458.7,DEBIT CARD,Cleared
PMT001714,DC100987,2024-02-03,243.56,Cash,Cleared
PMT001715,DC100988,12/04/2025,178.61,Cheque,Cleared
PMT001716,DC100988,2024-06-09,469.41,Card,Failed
PMT001717,DC100992,2024-09-15,317.4,Bank Transfer,Cleared
PMT001718,DC100992,2025-05-03,410.74,Standing Order,Cleared
PMT001719,DC100993,2024-10-23,105.79,Direct Debit,Cleared
PMT001720,DC100996,2025-08-10,37.39,Card,Cleared
PMT001721,DC100996,14-05-2025,54.0,Cheque,Cleared
PMT001722,DC100996,2024-10-18,202.67,debit card,Cleared
PMT001723,DC100996,2025-03-03,34.13,Debit Card,Cleared
PMT001724,DC100998,16/07/2026,328.24,Card,Cleared
PMT001725,DC100999,20-05-2024,159.73,Bank Transfer,Cleared
PMT001726,DC100999,2024-10-03,24.55,Cheque,Cleared
PMT001727,DC101000,2025-04-09,117.97,Cheque,Cleared
PMT001728,DC101000,13/08/2025,336.74,Bank Transfer,Cleared
PMT001729,DC101000,29/07/2025,23.4,Cash,Cleared
PMT001730,DC101001,30/05/2024,39.35,debit card,Cleared
PMT001731,DC101001,15-02-2024,318.59,Direct Debit,Cleared
PMT001732,DC101001,2025-04-27,139.87,Standing Order,Cleared
PMT001733,DC101002,2025-11-13,12.09,Standing Order,Cleared
PMT001734,DC101003,2026-05-04,8.24,DEBIT CARD,Cleared
PMT001735,DC101003,11/07/2026,41.41,Debit Card,Cleared
PMT001736,DC101004,08/08/2024,15.61,Cheque,Cleared
PMT001737,DC101004,2025-12-02,114.6,Card,Pending
PMT001738,DC101005,2025-07-15,33.72,debit card,Cleared
PMT001739,DC101005,2025-12-05,20.18,Standing Order,Failed
PMT001740,DC101005,17/06/2025,266.03,Debit Card,Cleared
PMT001741,DC101005,06/03/2025,499.47,Cash,Cleared
PMT001742,DC101005,01/06/2026,46.98,debit card,Cleared
PMT001743,DC101006,2026-09-16,18.09,DEBIT CARD,Cleared
PMT001744,DC101006,15/08/2026,46.56,Direct Debit,Pending
PMT001745,DC101006,2026-06-18,203.58,Bank Transfer,Cleared
PMT001746,DC101007,23/03/2025,421.4,Card,Cleared
PMT001747,DC101007,2024-01-08,15.4,Cash,Cleared
PMT001748,DC101007,2024-06-04,12.78,Cash,Cleared
PMT001749,DC101007,2025-09-27,357.77,DEBIT CARD,Cleared
PMT001750,DC101007,2024-01-31,230.82,Cash,Cleared
PMT001751,DC101007,2025-03-05,41.63,Cheque,Cleared
PMT001752,DC101008,2026-03-25,429.02,Cash,Cleared
PMT001753,DC101008,2026-04-16,15.98,Debit Card,Cleared
PMT001754,DC101010,30/06/2026,10.2,Standing Order,Pending
PMT001755,DC101013,2025-12-27,311.31,Debit Card,Cleared
PMT001756,DC101015,23-05-2026,463.37,Bank Transfer,Failed
PMT001757,DC101015,2026-04-19,414.25,Debit Card,Pending
PMT001758,DC101015,2026-08-09,10.87,Direct Debit,Cleared
PMT001759,DC101016,2025-08-19,53.51,Standing Order,Cleared
PMT001760,DC101016,2026-01-09,464.56,Debit Card,Cleared
PMT001761,DC101017,28/01/2024,29.93,Debit Card,Cleared
PMT001762,DC101017,03/25/2025,154.74,Bank Transfer,Cleared
PMT001763,DC101019,2025-08-07,21.27,Debit Card,Pending
PMT001764,DC101019,2026-05-29,40.25,Debit Card,Cleared
PMT001765,DC101019,2025-05-27,18.27,Cash,Cleared
PMT001766,DC101020,31/03/2026,88.45,Direct Debit,Cleared
PMT001767,DC101024,2025-05-07,371.39,Card,Pending
PMT001768,DC101024,2024-10-07,43.96,Cheque,Cleared
PMT001769,DC101024,2025-04-13,213.92,debit card,Cleared
PMT001770,DC101025,10-06-2026,261.48,Standing Order,Cleared
PMT001771,DC101026,24/08/2025,18.96,Card,Cleared
PMT001772,DC101026,17-06-2025,5.33,DEBIT CARD,Cleared
PMT001773,DC101027,2025-06-06,34.26,Bank Transfer,Cleared
PMT001774,DC101031,2025-09-16,221.31,Cheque,Failed
PMT001775,DC101031,30/12/2024,433.44,Cheque,Cleared
PMT001776,DC101031,17-01-2026,481.67,Standing Order,Cleared
PMT001777,DC101031,04/20/2025,18.63,Standing Order,Cleared
PMT001778,DC101031,2025-08-20,34.65,Cheque,Cleared
PMT001779,DC101031,28/12/2024,452.55,Bank Transfer,Cleared
PMT001780,DC101032,2025-10-26,413.01,Standing Order,Cleared
PMT001781,DC101033,2025-02-10,116.09,Cheque,Cleared
PMT001782,DC101035,30/01/2025,191.51,Debit Card,Cleared
PMT001783,DC101035,2024-08-05,36.1,Direct Debit,Cleared
PMT001784,DC101035,01/01/2025,33.47,DEBIT CARD,Cleared
PMT001785,DC101035,2025-09-06,309.47,DEBIT CARD,Cleared
PMT001786,DC101036,2026-06-19,362.97,Cheque,Cleared
PMT001787,DC101037,11/07/2026,344.48,Direct Debit,Cleared
PMT001788,DC101038,07/11/2025,120.31,Direct Debit,Failed
PMT001789,DC101038,2025-10-19,193.9,Debit Card,Cleared
PMT001790,DC101038,07/10/2024,329.62,Cheque,Cleared
PMT001791,DC101039,2025-08-09,345.74,Debit Card,Cleared
PMT001792,DC101039,2026-02-04,8.03,debit card,Pending
PMT001793,DC101040,26/07/2025,451.28,Standing Order,Cleared
PMT001794,DC101040,2024-11-02,65.86,Bank Transfer,Cleared
PMT001795,DC101040,2025-08-01,6.17,debit card,Cleared
PMT001796,DC101042,12/08/2025,25.72,Card,Cleared
PMT001797,DC101042,2025-12-17,133.42,DEBIT CARD,Cleared
PMT001798,DC101042,19/11/2025,204.82,Standing Order,Cleared
PMT001799,DC101043,2025-09-09,9.14,DEBIT CARD,Cleared
PMT001800,DC101043,04/11/2025,154.64,Cheque,Cleared
PMT001801,DC101043,2025-10-28,55.34,Bank Transfer,Failed
PMT001802,DC101043,22/04/2026,216.33,Standing Order,Cleared
PMT001803,DC101043,05-02-2025,48.99,Cash,Cleared
PMT001804,DC101043,18/12/2024,308.61,Card,Pending
PMT001805,DC101044,2025-02-19,402.67,Direct Debit,Cleared
PMT001806,DC101044,2025-06-28,37.47,Bank Transfer,Cleared
PMT001807,DC101044,2024-04-25,34.69,Direct Debit,Failed
PMT001808,DC101045,2026-07-17,47.55,Cheque,Pending
PMT001809,DC101046,27/11/2025,37.02,Direct Debit,Cleared
PMT001810,DC101046,29-07-2025,45.79,Card,Cleared
PMT001811,DC101046,05/06/2026,395.66,Direct Debit,Cleared
PMT001812,DC101046,17/02/2025,488.73,Card,Cleared
PMT001813,DC101047,2026-03-14,24.09,Bank Transfer,Cleared
PMT001814,DC101047,22/06/2026,25.09,Standing Order,Cleared
PMT001815,DC101048,29/03/2026,138.8,DEBIT CARD,Cleared
PMT001816,DC101048,2025-10-26,15.05,Cheque,Cleared
PMT001817,DC101048,30-07-2026,64.03,Debit Card,Failed
PMT001818,DC101048,2026-07-19,19.49,Direct Debit,Cleared
PMT001819,DC101050,2026-03-11,29.99,Card,Pending
PMT001820,DC101050,26/10/2025,17.61,Cash,Cleared
PMT001821,DC101052,2025-04-18,9.51,Direct Debit,Cleared
PMT001822,DC101055,07/14/2025,14.59,Standing Order,Cleared
PMT001823,DC101055,2024-09-01,495.14,Cash,Cleared
PMT001824,DC101055,2024-12-25,428.46,Debit Card,Cleared
PMT001825,DC101055,2025-09-18,476.56,Direct Debit,Failed
PMT001826,DC101055,2025-12-01,31.13,Cheque,Cleared
PMT001827,DC101056,2026-07-14,422.66,Cheque,Cleared
PMT001828,DC101057,29/09/2024,44.56,debit card,Cleared
PMT001829,DC101058,27/02/2026,148.48,Standing Order,Pending
PMT001830,DC101058,04/25/2025,32.96,Direct Debit,Cleared
PMT001831,DC101060,2025-06-08,410.33,Cheque,Cleared
PMT001832,DC101060,2025-10-13,420.97,Cheque,Pending
PMT001833,DC101060,01-01-2025,480.99,Standing Order,Pending
PMT001834,DC101061,29/09/2025,26.8,Bank Transfer,Failed
PMT001835,DC101061,2026-05-19,27.43,Debit Card,Cleared
PMT001836,DC101061,2025-04-16,43.88,Cash,Cleared
PMT001837,DC101062,2026-09-04,164.68,debit card,Cleared
PMT001838,DC101062,2025-03-19,5.61,Debit Card,Cleared
PMT001839,DC101064,2025-11-16,485.5,Cash,Cleared
PMT001840,DC101065,2026-08-27,43.69,Cash,Pending
PMT001841,DC101065,2026-05-14,36.35,Standing Order,Cleared
PMT001842,DC101067,2024-11-03,12.96,Card,Cleared
PMT001843,DC101067,01-12-2023,18.87,DEBIT CARD,Cleared
PMT001844,DC101067,2025-03-31,334.38,DEBIT CARD,Cleared
PMT001845,DC101067,15-09-2025,22.43,Debit Card,Cleared
PMT001846,DC101069,2026-06-02,25.64,Cash,Cleared
PMT001847,DC101070,05/08/2026,317.17,Cash,Cleared
PMT001848,DC101071,30/07/2024,35.74,Bank Transfer,Cleared
PMT001849,DC101071,20-07-2024,334.72,Cheque,Cleared
PMT001850,DC101071,2024-04-24,255.9,Standing Order,Cleared
PMT001851,DC101071,2025-05-11,308.86,Debit Card,Cleared
PMT001852,DC101073,19/02/2026,15.56,Cheque,Cleared
PMT001853,DC101075,21-07-2026,353.11,debit card,Cleared
PMT001854,DC101075,2026-01-06,25.37,Cheque,Cleared
PMT001855,DC101076,16/01/2025,292.2,Cheque,Cleared
PMT001856,DC101076,23-12-2024,38.91,Standing Order,Cleared
PMT001857,DC101077,13-02-2025,20.41,Standing Order,Cleared
PMT001858,DC101077,2024-10-22,209.77,Cash,Cleared
PMT001859,DC101077,2026-08-06,403.81,DEBIT CARD,Failed
PMT001860,DC101077,2025-07-18,264.86,Standing Order,Cleared
PMT001861,DC101078,06/23/2025,11.06,Standing Order,Cleared
PMT001862,DC101078,2026-02-10,423.83,DEBIT CARD,Cleared
PMT001863,DC101078,2025-12-05,477.4,Card,Cleared
PMT001864,DC101080,09/05/2026,42.26,Debit Card,Cleared
PMT001865,DC101081,2025-02-19,40.12,DEBIT CARD,Cleared
PMT001866,DC101081,2024-12-07,307.3,Debit Card,Pending
PMT001867,DC101081,2024-12-22,340.3,debit card,Failed
PMT001868,DC101081,20-09-2025,41.49,DEBIT CARD,Cleared
PMT001869,DC101081,2025-01-06,396.62,Direct Debit,Pending
PMT001870,DC101082,09/05/2025,41.09,DEBIT CARD,Cleared
PMT001871,DC101082,2024-12-15,270.94,Cheque,Cleared
PMT001872,DC101082,11/10/2024,242.75,Debit Card,Cleared
PMT001873,DC101083,2024-04-05,20.49,Cash,Cleared
PMT001874,DC101084,11/09/2026,26.52,Direct Debit,Cleared
PMT001875,DC101085,02/08/2026,476.12,Cheque,Cleared
PMT001876,DC101086,25/08/2025,90.63,Cash,Cleared
PMT001877,DC101086,11/11/2025,185.24,Debit Card,Cleared
PMT001878,DC101087,2025-11-14,168.43,Cash,Cleared
PMT001879,DC101087,2024-09-20,42.19,Cash,Cleared
PMT001880,DC101088,2026-07-30,308.28,Direct Debit,Cleared
PMT001881,DC101089,12/07/2026,288.46,debit card,Cleared
PMT001882,DC101090,2025-08-22,38.08,DEBIT CARD,Cleared
PMT001883,DC101090,2026-01-24,230.46,Debit Card,Cleared
PMT001884,DC101093,03/15/2026,35.4,DEBIT CARD,Cleared
PMT001885,DC101093,18-09-2026,158.27,Standing Order,Pending
PMT001886,DC101093,2026-08-03,269.42,DEBIT CARD,Cleared
PMT001887,DC101096,10/01/2025,439.79,Cash,Cleared
PMT001888,DC101097,2025-11-27,8.34,Debit Card,Cleared
PMT001889,DC101099,2025-08-13,399.02,Direct Debit,Cleared
PMT001890,DC101099,2025-12-05,24.0,Cheque,Cleared
PMT001891,DC101099,2025-07-04,8.55,Standing Order,Cleared
PMT001892,DC101100,2026-08-22,21.62,Standing Order,Cleared
PMT001893,DC101101,10/30/2025,361.87,Direct Debit,Cleared
PMT001894,DC101101,21/09/2025,41.09,Bank Transfer,Cleared
PMT001895,DC101103,07-09-2026,26.65,Standing Order,Cleared
PMT001896,DC101104,07/09/2026,8.45,Bank Transfer,Cleared
PMT001897,DC101105,2025-09-22,285.9,Cheque,Pending
PMT001898,DC101105,2024-09-16,12.7,Cheque,Cleared
PMT001899,DC101105,2025-05-03,42.29,Debit Card,Cleared
PMT001900,DC101105,12-06-2025,38.59,Cash,Pending
PMT001901,DC101105,27/04/2026,23.29,DEBIT CARD,Cleared
PMT001902,DC101105,2025-04-30,491.53,DEBIT CARD,Cleared
PMT001903,DC101105,2025-04-12,429.21,debit card,Cleared
PMT001904,DC101105,29-04-2025,189.33,Debit Card,Cleared
PMT001905,DC101106,27-05-2026,401.16,Cash,Cleared
PMT001906,DC101106,08/09/2025,27.44,Cheque,Cleared
PMT001907,DC101106,24-05-2025,21.61,DEBIT CARD,Cleared
PMT001908,DC101107,2026-04-28,271.36,Cash,Cleared
PMT001909,DC101107,06-01-2025,457.76,Bank Transfer,Cleared
PMT001910,DC101108,2026-03-12,40.59,Cash,Cleared
PMT001911,DC101108,2025-06-12,280.31,Bank Transfer,Cleared
PMT001912,DC101108,20/01/2026,6.94,debit card,Cleared
PMT001913,DC101110,2024-06-10,25.04,DEBIT CARD,Cleared
PMT001914,DC101110,2025-03-03,211.98,Bank Transfer,Cleared
PMT001915,DC101110,26-09-2025,22.61,Cash,Cleared
PMT001916,DC101110,01/05/2025,408.44,Debit Card,Cleared
PMT001917,DC101110,26-09-2024,36.97,Debit Card,Cleared
PMT001918,DC101112,2025-01-16,246.56,DEBIT CARD,Cleared
PMT001919,DC101115,02/04/2025,29.9,Cheque,Cleared
PMT001920,DC101115,2025-01-08,9.98,Cash,Cleared
PMT001921,DC101115,2025-11-24,46.02,Card,Cleared
PMT001922,DC101118,13/01/2026,44.52,Standing Order,Cleared
PMT001923,DC101118,2025-05-29,40.89,debit card,Cleared
PMT001924,DC101118,19-05-2024,11.69,Standing Order,Cleared
PMT001925,DC101120,08-12-2024,151.92,Cash,Cleared
PMT001926,DC101120,2025-02-25,247.15,Standing Order,Pending
PMT001927,DC101120,05/26/2025,485.72,Direct Debit,Cleared
PMT001928,DC101121,2025-04-19,28.1,Debit Card,Cleared
PMT001929,DC101123,2026-02-06,170.7,Card,Cleared
PMT001930,DC101123,26/04/2026,41.78,Cheque,Pending
PMT001931,DC101123,01/21/2026,195.18,Card,Pending
PMT001932,DC101124,2024-08-19,39.04,Direct Debit,Cleared
PMT001933,DC101125,2025-08-14,433.67,Debit Card,Cleared
PMT001934,DC101125,22-10-2024,26.16,Cheque,Pending
PMT001935,DC101128,2025-08-31,26.99,Bank Transfer,Cleared
PMT001936,DC101128,02/11/2025,5.2,Cash,Cleared
PMT001937,DC101130,2025-10-18,197.78,Direct Debit,Cleared
PMT001938,DC101130,2025-09-02,188.36,Bank Transfer,Cleared
PMT001939,DC101130,2026-02-15,12.37,Debit Card,Cleared
PMT001940,DC101132,08/09/2026,198.26,DEBIT CARD,Cleared
PMT001941,DC101134,2025-06-08,49.25,Card,Cleared
PMT001942,DC101135,12-11-2024,9.58,DEBIT CARD,Pending
PMT001943,DC101135,2025-02-06,8.05,Direct Debit,Cleared
PMT001944,DC101135,2025-10-21,398.44,DEBIT CARD,Cleared
PMT001945,DC101137,2026-08-13,73.06,Direct Debit,Cleared
PMT001946,DC101138,2024-02-26,142.33,Standing Order,Pending
PMT001947,DC101141,28/05/2025,44.13,debit card,Cleared
PMT001948,DC101143,2026-07-24,21.78,Cash,Failed
PMT001949,DC101143,03-09-2026,462.27,Direct Debit,Cleared
PMT001950,DC101145,2025-07-01,40.15,Bank Transfer,Cleared
PMT001951,DC101145,2024-12-08,15.83,Standing Order,Cleared
PMT001952,DC101147,11/11/2025,27.3,Cheque,Cleared
PMT001953,DC101147,2026-06-30,24.29,DEBIT CARD,Cleared
PMT001954,DC101148,2026-01-31,322.69,Direct Debit,Cleared
PMT001955,DC101148,09-02-2026,13.71,Direct Debit,Cleared
PMT001956,DC101151,07-07-2025,359.34,Standing Order,Cleared
PMT001957,DC101154,2026-08-15,23.17,Card,Cleared
PMT001958,DC101157,2026-06-11,44.39,Cheque,Cleared
PMT001959,DC101159,2026-04-21,399.31,Bank Transfer,Cleared
PMT001960,DC101160,2025-10-02,24.93,Card,Failed
PMT001961,DC101160,2025-08-16,328.01,Cheque,Cleared
PMT001962,DC101160,2025-08-31,418.97,Card,Cleared
PMT001963,DC101160,2024-12-12,463.07,Bank Transfer,Cleared
PMT001964,DC101161,2025-07-16,240.06,debit card,Cleared
PMT001965,DC101161,29/09/2025,26.44,Debit Card,Cleared
PMT001966,DC101161,2024-09-19,127.84,Direct Debit,Cleared
PMT001967,DC101162,10/04/2025,452.9,Cash,Cleared
PMT001968,DC101163,2025-09-01,17.77,DEBIT CARD,Cleared
PMT001969,DC101164,2026-05-18,17.4,Direct Debit,Cleared
PMT001970,DC101164,2025-12-13,413.24,DEBIT CARD,Cleared
PMT001971,DC101165,08/07/2026,371.74,Cheque,Cleared
PMT001972,DC101165,16/07/2026,18.24,Standing Order,Cleared
PMT001973,DC101165,03/03/2026,42.91,Cash,Cleared
PMT001974,DC101165,2026-01-07,404.71,DEBIT CARD,Cleared
PMT001975,DC101166,01/08/2026,373.38,Cheque,Failed
PMT001976,DC101166,2026-05-29,19.15,Direct Debit,Pending
PMT001977,DC101167,20/10/2024,411.57,Bank Transfer,Cleared
PMT001978,DC101168,2026-07-30,235.53,Standing Order,Failed
PMT001979,DC101168,2026-06-10,27.38,Card,Cleared
PMT001980,DC101168,2025-08-14,36.77,debit card,Cleared
PMT001981,DC101169,29-10-2024,84.72,debit card,Cleared
PMT001982,DC101169,03-11-2024,245.27,Debit Card,Cleared
PMT001983,DC101169,2026-05-31,226.5,Cheque,Cleared
PMT001984,DC101172,25/03/2025,108.63,Cheque,Cleared
PMT001985,DC101172,2024-06-27,46.01,Cash,Cleared
PMT001986,DC101172,2025-10-04,35.89,DEBIT CARD,Cleared
PMT001987,DC101172,2025-08-03,398.36,Standing Order,Failed
PMT001988,DC101172,2026-03-27,28.95,Standing Order,Cleared
PMT001989,DC101177,2024-05-05,497.28,Direct Debit,Cleared
PMT001990,DC101178,06/20/2026,353.17,Debit Card,Cleared
PMT001991,DC101179,02/07/2024,8.58,Bank Transfer,Cleared
PMT001992,DC101179,20/04/2024,492.04,Cash,Cleared
PMT001993,DC101179,26/08/2024,30.37,Cheque,Cleared
PMT001994,DC101181,01-06-2026,38.2,Direct Debit,Failed
PMT001995,DC101181,2026-01-18,46.56,Debit Card,Pending
PMT001996,DC101181,2025-04-22,272.75,Cheque,Cleared
PMT001997,DC101181,03-05-2025,189.09,Card,Cleared
PMT001998,DC101182,03/06/2026,74.21,DEBIT CARD,Cleared
PMT001999,DC101182,25/05/2026,46.11,Cheque,Cleared
PMT002000,DC101183,11/16/2025,318.4,Card,Cleared
PMT002001,DC101183,2026-02-17,161.43,Cheque,Cleared
PMT002002,DC101183,31-08-2026,482.18,Debit Card,Cleared
PMT002003,DC101184,20/02/2024,20.41,Cash,Cleared
PMT002004,DC101184,10/10/2024,494.59,Cash,Pending
PMT002005,DC101185,2024-11-01,173.85,Debit Card,Cleared
PMT002006,DC101186,2025-11-22,324.66,Direct Debit,Cleared
PMT002007,DC101187,05/02/2026,328.72,Direct Debit,Cleared
PMT002008,DC101187,20/10/2025,8.3,Bank Transfer,Cleared
PMT002009,DC101188,2026-09-21,168.16,Card,Cleared
PMT002010,DC101188,2026-08-25,26.94,DEBIT CARD,Failed
PMT002011,DC101189,2025-11-27,469.69,Direct Debit,Pending
PMT002012,DC101189,2026-06-02,10.85,Debit Card,Cleared
PMT002013,DC101190,2025-10-24,6.8,DEBIT CARD,Cleared
PMT002014,DC101191,03/02/2026,315.01,Direct Debit,Cleared
PMT002015,DC101192,2025-04-03,17.05,Card,Cleared
PMT002016,DC101193,20-09-2025,22.99,Standing Order,Cleared
PMT002017,DC101194,2026-01-09,266.75,DEBIT CARD,Cleared
PMT002018,DC101194,2025-10-15,212.5,Direct Debit,Pending
PMT002019,DC101194,27/08/2025,30.84,Direct Debit,Cleared
PMT002020,DC101195,27/02/2026,32.73,DEBIT CARD,Cleared
PMT002021,DC101196,28/08/2024,127.19,Cheque,Cleared
PMT002022,DC101196,2026-01-24,389.9,Debit Card,Cleared
PMT002023,DC101196,07/07/2025,15.23,debit card,Cleared
PMT002024,DC101196,2025-03-16,425.61,Direct Debit,Cleared
PMT002025,DC101197,20/08/2025,466.49,Cheque,Cleared
PMT002026,DC101197,2025-09-01,282.03,Cash,Cleared
PMT002027,DC101197,16-08-2025,35.08,Card,Cleared
PMT002028,DC101197,2026-01-28,25.07,Cheque,Cleared
PMT002029,DC101197,01/12/2025,409.68,Cheque,Pending
PMT002030,DC101198,07/29/2026,12.91,Card,Pending
PMT002031,DC101198,22-11-2025,39.51,Cash,Cleared
PMT002032,DC101198,2026-08-28,52.49,Debit Card,Cleared
PMT002033,DC101199,2025-08-25,45.85,Standing Order,Cleared
